PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q9NRP2	CMC2	Homo sapiens	COX assembly mitochondrial protein 2 homolog	COXM2_HUMAN	2	2	2	False	3285,611328125	2374,557373046875	1062,7362060546875	NaN	1356,712158203125	2266,482666015625	3197,489013671875	2435,43115234375	486,1242980957031	1614,62548828125	NaN	1848,2982177734375	6189,25146484375	4385,43359375	5975,93603515625	5912,6728515625	5607,220703125	6852,08740234375	3678,097900390625	5747,0927734375	2637,62255859375	4477,22412109375	1446,4757080078125	4519,744140625
Q9NRR1	CYTL1	Homo sapiens	Cytokine-like protein 1	CYTL1_HUMAN	1	1	1	False	8408,72265625	25979,560546875	23025,595703125	11024,17578125	26786,640625	48440,1171875	13216,390625	39987,01171875	NaN	19425,302734375	34436,015625	31160,7734375	577,48193359375	1908,79833984375	2827,302734375	1816,279541015625	1392,649658203125	1323,88818359375	848,7901000976562	1356,41064453125	NaN	1231,84130859375	1447,8863525390625	352,9695129394531
Q9NRR5	UBQLN4	Homo sapiens	Ubiquilin-4	UBQL4_HUMAN	2	2	2	False	6903,42431640625	NaN	NaN	3936,49951171875	1920,003173828125	4009,041748046875	4901,82275390625	NaN	NaN	3589,1728515625	3748,4306640625	4821,86328125	419,0066833496094	468,5195617675781	857,6015625	731,69189453125	836,7589721679688	1100,3731689453125	718,6870727539062	261,8717041015625	NaN	1008,0355834960938	687,1753540039062	513,1167602539062
Q9NRV9	HEBP1	Homo sapiens	Heme-binding protein 1	HEBP1_HUMAN	6	7	7	True	76081,953125	45160,61328125	68025,546875	155222,234375	70832,7734375	101319,515625	97154,3046875	57375,69140625	26942,6640625	157802,515625	68665,1640625	127890,1953125	15247,267578125	14783,0810546875	10997,23828125	23123,798828125	16592,873046875	20043,00390625	23209,044921875	13485,4921875	7900,44677734375	30440,658203125	15756,501953125	24350,7265625
Q9NRW3	APOBEC3C	Homo sapiens	DNA dC->dU-editing enzyme APOBEC-3C	ABC3C_HUMAN	2	2	2	False	36349,76171875	5219,8154296875	3153,360107421875	9746,6142578125	4775,24560546875	27821,337890625	4829,55126953125	4087,10009765625	41562,92578125	13987,19140625	8057,4853515625	6908,20361328125	468,7683410644531	543,9351196289062	446,3922424316406	1943,1923828125	1287,6180419921875	2,090238332748413	772,1474609375	1,2032005786895752	6433,37939453125	1579,255859375	1259,980224609375	629,5322875976562
Q9NRX4	PHPT1	Homo sapiens	14 kDa phosphohistidine phosphatase	PHP14_HUMAN	5	7	8	True	255822,34375	207068,640625	191119,046875	115313,34375	244212,234375	110919,0078125	214385,015625	216222,1875	189275,265625	158914,046875	207316,734375	119123,3984375	20519,703125	21940,08984375	18755,1875	12069,9931640625	22054,830078125	10962,06640625	19342,97265625	21336,337890625	21880,251953125	10988,57421875	15516,84375	12303,33203125
Q9NS15	LTBP3	Homo sapiens	Latent-transforming growth factor beta-binding protein 3	LTBP3_HUMAN	12	12	12	True	36149,71484375	53804,7734375	46222,25390625	75441,28125	38964,09375	59071,5	25740,55078125	38076,1484375	71716,5546875	25243,166015625	30448,626953125	40166,15234375	7835,119140625	8213,447265625	11667,802734375	12731,9912109375	6849,20947265625	11635,1416015625	5077,064453125	5695,48583984375	15376,3505859375	5630,23876953125	6246,45458984375	6341,97021484375
Q9NS84	CHST7	Homo sapiens	Carbohydrate sulfotransferase 7	CHST7_HUMAN	1	1	1	True	NaN	7848,3291015625	6792,70751953125	6353,06005859375	5353,70361328125	3153,517333984375	3142,257080078125	5734,62890625	3857,8681640625	8607,3388671875	6589,85107421875	5909,4677734375	NaN	909,9503173828125	949,13134765625	541,4579467773438	384,14239501953125	808,541748046875	886,0587158203125	899,3453369140625	2,029569387435913	1129,4197998046875	798,2105102539062	810,4308471679688
Q9NS98	SEMA3G	Homo sapiens	Semaphorin-3G	SEM3G_HUMAN	17	17	18	False	60475,05859375	67891,28125	56701,1640625	85624,859375	36807,6875	74413,15625	134064,828125	112407,7890625	28597,423828125	214044,546875	84700,1875	61058,625	19296,50390625	24894,318359375	18750,328125	29120,626953125	16176,1806640625	21665,119140625	44045,99609375	35979,69140625	9372,6357421875	69228,4609375	34734,40625	20806,802734375
Q9NSB2	KRT84	Homo sapiens	Keratin, type II cuticular Hb4	KRT84_HUMAN	1	1	1	False	15783,3740234375	6381,138671875	5119,822265625	5390,56640625	6340,349609375	19144,380859375	18528,267578125	NaN	12354,7841796875	NaN	12290,3681640625	4503,18212890625	1902,8338623046875	1912,1614990234375	1468,7850341796875	2200,943359375	1641,21728515625	1340,467529296875	3538,86083984375	1762,36328125	647,5440063476562	1577,2177734375	1777,186279296875	1939,647705078125
Q9NSC5;Q9NSC5-2;Q9NSC5-5	HOMER3	Homo sapiens	Homer protein homolog 3;Isoform 2 of Homer protein homolog 3;Isoform 5 of Homer protein homolog 3	HOME3_HUMAN	1	1	1	False	0,4474540948867798	NaN	NaN	1,374046802520752	NaN	NaN	1	NaN	NaN	NaN	2,521028995513916	NaN	1568,35595703125	958,9742431640625	NaN	460,7320861816406	1101,564208984375	NaN	1286,12255859375	1066,3082275390625	NaN	1161,60986328125	766,5321044921875	1663,4764404296875
Q9NSD9	FARSB	Homo sapiens	Phenylalanine--tRNA ligase beta subunit	SYFB_HUMAN	6	6	6	True	990,3126831054688	1883,93310546875	911,162109375	654,4314575195312	1513,205078125	1276,2684326171875	832,3162231445312	NaN	0,468949556350708	2485,489501953125	800,2363891601562	2036,0240478515625	3858,459228515625	3699,1474609375	2827,294921875	7267,28076171875	2545,17236328125	3133,83447265625	4019,368408203125	413,0870056152344	2780,744140625	6515,9130859375	2377,271484375	3681,804931640625
Q9NSE4	IARS2	Homo sapiens	Isoleucine--tRNA ligase, mitochondrial	SYIM_HUMAN	16	16	16	True	38371,21875	35028,6484375	11527,67578125	28374,021484375	29364,24609375	17321,669921875	18308,18359375	7582,7060546875	3801,239013671875	19020,345703125	17703,806640625	8502,4580078125	11838,1787109375	14877,890625	11176,208984375	11930,8828125	16118,0361328125	6832,62548828125	6789,8828125	4609,52392578125	3114,809326171875	10415,87890625	8061,25439453125	5082,1044921875
Q9NTG7;Q9NTG7-2	SIRT3	Homo sapiens	NAD-dependent protein deacetylase sirtuin-3, mitochondrial;Isoform 2 of NAD-dependent protein deacetylase sirtuin-3, mitochondrial	SIR3_HUMAN	1	1	1	True	29421,763671875	134285,359375	19174,1171875	77931,265625	NaN	7513,92041015625	15289,5537109375	11837,0693359375	NaN	54835,9453125	NaN	17011,15234375	3164,741455078125	17715,267578125	4622,4365234375	15554,005859375	4237,3701171875	3175,348388671875	1956,444091796875	1076,1170654296875	NaN	7980,22314453125	6265,494140625	2610,88623046875
Q9NTJ4;Q9NTJ4-2;Q9NTJ4-3;Q9NTJ4-4	MAN2C1	Homo sapiens	Alpha-mannosidase 2C1;Isoform 2 of Alpha-mannosidase 2C1;Isoform 3 of Alpha-mannosidase 2C1;Isoform 4 of Alpha-mannosidase 2C1	MA2C1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1518,0399169921875	1438,9942626953125	1534,36083984375	1155,268798828125	NaN	NaN	NaN	NaN	NaN	918,3388671875	NaN
Q9NTK5	OLA1	Homo sapiens	Obg-like ATPase 1	OLA1_HUMAN	14	14	14	False	129584,5	89077,7578125	74856,3125	95774,9296875	124726,671875	69293,7734375	145787,25	91350,0703125	36085,40234375	122966,1640625	112467,78125	76375,4453125	45933,35546875	46141,828125	35726,359375	37897,51953125	48090,828125	29506,984375	52307,7578125	40195,015625	26166,330078125	43466,8671875	43194,4140625	34914,62890625
Q9NTM9	CUTC	Homo sapiens	Copper homeostasis protein cutC homolog	CUTC_HUMAN	4	4	4	False	4406,0927734375	9135,1435546875	5164,09326171875	7136,029296875	1613,6475830078125	6614,50048828125	NaN	NaN	NaN	7087,564453125	NaN	NaN	3914,89501953125	4409,88134765625	3166,950927734375	5510,3525390625	2777,614501953125	2302,384521484375	1229,2235107421875	NaN	NaN	3154,61328125	1417,821044921875	NaN
Q9NTU7	CBLN4	Homo sapiens	Cerebellin-4	CBLN4_HUMAN	1	1	1	False	27764,125	41178,15625	10457,8701171875	21373,7578125	13927,4208984375	27860,4609375	14907,931640625	27552,669921875	6294,36962890625	9367,2666015625	39834,1484375	6847,70361328125	1534,9986572265625	5930,544921875	4731,28515625	4700,62158203125	4080,962158203125	2418,87841796875	1777,6712646484375	4264,12939453125	1942,327392578125	3642,275634765625	4754,873046875	1189,1495361328125
Q9NTX5;Q9NTX5-2;Q9NTX5-6	ECHDC1	Homo sapiens	Ethylmalonyl-CoA decarboxylase;Isoform 2 of Ethylmalonyl-CoA decarboxylase;Isoform 6 of Ethylmalonyl-CoA decarboxylase	ECHD1_HUMAN	6	6	6	True	48319,84375	64703,64453125	31779,025390625	79282,6171875	58291,30859375	47579,48046875	50245,10546875	27904,4765625	22010,921875	76716,7734375	43709,35546875	30793,0859375	9822,9453125	12400,5009765625	6559,1181640625	16206,7900390625	9428,158203125	8498,94921875	9006,8525390625	4619,06396484375	1862,1614990234375	15243,0947265625	7844,88427734375	6479,9609375
Q9NTZ6	RBM12	Homo sapiens	RNA-binding protein 12	RBM12_HUMAN	7	7	7	False	6101,37646484375	3061,51904296875	5847,26904296875	11925,126953125	9629,5146484375	10592,7919921875	10087,771484375	9611,626953125	682,24853515625	4529,40673828125	4533,44287109375	5749,5126953125	9318,1826171875	8305,9365234375	8027,66259765625	8868,1552734375	8014,57275390625	7908,65234375	9123,09375	7006,748046875	3974,62451171875	7422,12890625	7546,830078125	6968,037109375
Q9NU22	MDN1	Homo sapiens	Midasin	MDN1_HUMAN	1	1	1	False	NaN	5241,42919921875	NaN	21453,26953125	NaN	20684,220703125	NaN	NaN	NaN	22953,076171875	NaN	18542,93359375	NaN	545,0278930664062	NaN	1720,508544921875	NaN	2100,88134765625	NaN	NaN	NaN	5771,947265625	NaN	3458,596435546875
Q9NU53	GINM1	Homo sapiens	Glycoprotein integral membrane protein 1	GINM1_HUMAN	4	4	4	True	45754,93359375	30442,16015625	44475,6796875	64590,2421875	46779,171875	119941,2109375	22066,0625	34586,6875	50264,0390625	151876,84375	39290,16796875	53975,3046875	5249,55419921875	4834,1689453125	6983,0703125	12120,8291015625	4527,3896484375	16587,89453125	4442,1376953125	6985,2119140625	6641,50341796875	18646,08203125	2274,178955078125	13379,80078125
Q9NUG6	PDRG1	Homo sapiens	p53 and DNA damage-regulated protein 1	PDRG1_HUMAN	1	1	1	False	NaN	1387,173095703125	NaN	4803,55419921875	5773,58837890625	NaN	1587,79150390625	1620,8187255859375	NaN	3044,369140625	3932,00341796875	3112,904052734375	NaN	NaN	NaN	240,3619384765625	389,7992858886719	NaN	NaN	197,7275390625	NaN	334,8441467285156	209,98123168945312	NaN
Q9NUJ1	ABHD10	Homo sapiens	Palmitoyl-protein thioesterase ABHD10, mitochondrial	ABHDA_HUMAN	3	3	3	True	31686,736328125	31027,642578125	25454,568359375	17202,44921875	32358,94140625	11623,4423828125	17491,12890625	8972,36328125	7,686367034912109	5950,51708984375	9301,2353515625	2784,080078125	5288,86962890625	17209,412109375	3336,245361328125	8330,08984375	5993,57275390625	4741,03564453125	3465,177734375	3211,058837890625	1992,72021484375	4184,04345703125	3676,302001953125	3001,038818359375
Q9NUP9	LIN7C	Homo sapiens	Protein lin-7 homolog C	LIN7C_HUMAN	7	7	9	False	106765,1796875	78395,9765625	51760,40625	117775,4609375	97439,46875	64060,5390625	116366,6875	87911,6875	50482,55078125	109538,359375	106689,4375	108745,3828125	10118,5341796875	7895,5087890625	8615,751953125	9914,5859375	9517,7060546875	10292,7275390625	13418,0029296875	9708,9033203125	7224,4560546875	12025,1416015625	11620,0478515625	10599,7021484375
Q9NUQ6;Q9NUQ6-2;Q9NUQ6-3;Q9NUQ6-4	SPATS2L	Homo sapiens	SPATS2-like protein;Isoform 2 of SPATS2-like protein;Isoform 3 of SPATS2-like protein;Isoform 4 of SPATS2-like protein	SPS2L_HUMAN	2	2	2	True	7517,94580078125	9188,416015625	9978,9267578125	3412,1953125	6203,4609375	6902,7978515625	28421,890625	11622,611328125	19396,751953125	8743,142578125	21003,8125	13200,072265625	4166,27099609375	3274,6640625	1672,1785888671875	2658,7744140625	2446,505615234375	5579,42431640625	5818,39892578125	4422,32568359375	4061,574462890625	3249,63818359375	5174,98681640625	3748,822998046875
Q9NUQ9	CYRIB	Homo sapiens	CYFIP-related Rac1 interactor B	CYRIB_HUMAN	3	3	3	False	15291,7626953125	17587,962890625	15389,2431640625	16820,568359375	11513,986328125	14411,4287109375	13183,568359375	7974,33251953125	9684,837890625	10646,5576171875	13564,0048828125	8539,0595703125	9022,3681640625	8766,212890625	7165,61767578125	6834,7802734375	5982,099609375	6803,33544921875	7365,9287109375	5503,6015625	3973,000732421875	6691,947265625	6910,0322265625	5965,07470703125
Q9NUU7	DDX19A	Homo sapiens	ATP-dependent RNA helicase DDX19A	DD19A_HUMAN	9	9	10	True	622530,5	763645,5	834190,875	1158325,875	686544,1875	803439,75	442646,53125	618118,4375	317484,125	1060545,125	639426,0625	758967,0625	3506,968994140625	2878,018310546875	3034,997802734375	3523,7099609375	3502,14208984375	3948,341064453125	2413,571533203125	1921,6087646484375	1771,5606689453125	5256,6650390625	2349,259521484375	4231,771484375
Q9NUY8	TBC1D23	Homo sapiens	TBC1 domain family member 23	TBC23_HUMAN	2	2	2	False	9244,705078125	7214,408203125	NaN	NaN	15841,91796875	NaN	3049,58154296875	4219,6787109375	9828,328125	4283,7568359375	NaN	2419,1630859375	2938,805908203125	814,1825561523438	NaN	1397,8001708984375	1045,184814453125	NaN	986,1820068359375	1044,047607421875	893,0132446289062	508,3800964355469	1011,863037109375	540,7294311523438
Q9NVA2	SEPTIN11	Homo sapiens	Septin-11	SEP11_HUMAN	26	27	33	True	253096	270362,8125	185714,90625	421438,3125	285034,0625	304623,59375	414662,5625	278967,53125	201041,515625	599456,5	339972,84375	365214,375	58113,85546875	63891,98828125	51914,96484375	89610,625	65695,140625	69555,7109375	92373,46875	63771,1875	49066,8671875	119580,109375	77366,7265625	84601,8203125
Q9NVA4	TMEM184C	Homo sapiens	Transmembrane protein 184C	T184C_HUMAN	1	1	1	False	21416,845703125	20674,3671875	7642,20654296875	24815,08984375	25755,83984375	18303,91796875	19706,708984375	21060,833984375	21406,625	34779,875	NaN	11672,16796875	12223,6474609375	8175,14013671875	8177,43603515625	7150,0498046875	9477,564453125	9114,28515625	9365,10546875	7766,67822265625	16245,53515625	7164,14990234375	6518,24462890625	8972,9951171875
Q9NVD7	PARVA	Homo sapiens	Alpha-parvin	PARVA_HUMAN	3	3	3	True	66748,0234375	31550,6328125	35615,21875	70355,34375	49642,95703125	33217,4140625	34521,8828125	16297,3056640625	22082,84765625	41848,19140625	45755,2109375	27576,142578125	4398,64404296875	6287,33447265625	3938,845458984375	5749,85595703125	4758,70263671875	2579,874755859375	4907,72509765625	1687,123291015625	50,57939147949219	3948,35595703125	5189,65380859375	1634,522216796875
Q9NVF7	FBXO28	Homo sapiens	F-box only protein 28	FBX28_HUMAN	1	1	1	False	9880,8037109375	16635,75	NaN	29242,494140625	17242,724609375	9514,2919921875	25554,169921875	4679,03515625	14968,21484375	24455,71484375	7502,7880859375	12643,1181640625	5471,1767578125	5236,2568359375	2897,443359375	7793,0146484375	5784,47998046875	5387,8408203125	5754,41259765625	4213,4287109375	1982,4796142578125	3866,305419921875	3710,087646484375	4485,85009765625
Q9NVG8;Q9NVG8-2	TBC1D13	Homo sapiens	TBC1 domain family member 13;Isoform 2 of TBC1 domain family member 13	TBC13_HUMAN	2	2	2	False	2448,629638671875	NaN	NaN	2518,017333984375	2677,189208984375	NaN	2433,39990234375	NaN	NaN	4346,94873046875	NaN	1486,84765625	1381,67333984375	1966,398193359375	947,8699340820312	2150,960205078125	1236,611083984375	1556,93505859375	616,6987915039062	1202,7872314453125	NaN	2257,5380859375	518,0136108398438	474,1897277832031
Q9NVH6;Q9NVH6-6;Q9NVH6-7;Q9NVH6-8	TMLHE	Homo sapiens	Trimethyllysine dioxygenase, mitochondrial;Isoform 6 of Trimethyllysine dioxygenase, mitochondrial;Isoform 7 of Trimethyllysine dioxygenase, mitochondrial;Isoform 8 of Trimethyllysine dioxygenase, mitochondrial	TMLH_HUMAN	2	2	2	False	12980,0341796875	9481,0654296875	5303,068359375	11095,619140625	13291,4970703125	1915,4647216796875	2340,547119140625	NaN	NaN	4361,724609375	4541,33203125	NaN	17978,416015625	22680,826171875	12411,7919921875	19261,06640625	13968,947265625	12962,970703125	5872,77197265625	NaN	NaN	16005,166015625	4049,4775390625	NaN
Q9NVI7-2	ATAD3A	Homo sapiens	Isoform 2 of ATPase family AAA domain-containing protein 3A	ATD3A_HUMAN	5	5	5	True	12622,09765625	5284,43359375	7395,31298828125	6804,25146484375	7673,2001953125	12452,0205078125	3064,220703125	4737,80322265625	2920,006591796875	3600,02783203125	1701,477783203125	4993,5947265625	6429,8388671875	3299,32275390625	4446,4091796875	4673,6826171875	4024,10888671875	6768,8642578125	1873,65283203125	2185,52587890625	2814,22265625	2118,3408203125	1184,7767333984375	3645,478271484375
Q9NVQ4;Q9NVQ4-2;Q9NVQ4-3	FAIM	Homo sapiens	Fas apoptotic inhibitory molecule 1;Isoform 2 of Fas apoptotic inhibitory molecule 1;Isoform 3 of Fas apoptotic inhibitory molecule 1	FAIM1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	5428,9873046875	NaN	17852,240234375	NaN	NaN	NaN	18729,255859375	NaN	NaN	NaN	NaN	NaN	781,8051147460938	NaN	676,3860473632812	NaN	NaN	NaN	836,4019775390625	NaN
Q9NVS9;Q9NVS9-3	PNPO	Homo sapiens	Pyridoxine-5'-phosphate oxidase;Isoform 3 of Pyridoxine-5'-phosphate oxidase	PNPO_HUMAN	5	5	6	False	86184,84375	50726,71484375	69611,78125	84237,859375	78683,875	62932,4453125	69388,1015625	56911,1484375	52128,4765625	69306,1640625	54081,85546875	61758,1171875	17729,19140625	15379,759765625	15734,7578125	20375,33984375	18473,619140625	19841,94921875	20682,537109375	17618,09375	16947,56640625	22542,994140625	16701,244140625	21093,01953125
Q9NVT9;Q9NVT9-2	ARMC1	Homo sapiens	Armadillo repeat-containing protein 1;Isoform 2 of Armadillo repeat-containing protein 1	ARMC1_HUMAN	1	1	1	True	5426,7783203125	15197,3681640625	25107,15625	31257,52734375	41098,1953125	29970,310546875	24995,70703125	25459,4375	58447,36328125	51637,70703125	16953,9765625	37626,22265625	448,95245361328125	2408,367431640625	1834,923583984375	3447,9765625	3513,188232421875	2211,43017578125	2071,3935546875	361,0030822753906	1049,7459716796875	2375,9033203125	2033,4368896484375	1572,7791748046875
Q9NVZ3;Q9NVZ3-2	NECAP2	Homo sapiens	Adaptin ear-binding coat-associated protein 2;Isoform 2 of Adaptin ear-binding coat-associated protein 2	NECP2_HUMAN	4	4	4	False	55293,44921875	49578,85546875	45348,6015625	73453,2578125	60236,52734375	36703,36328125	50839,08203125	40077,046875	34675,50390625	60977,58203125	62483,54296875	52897,37890625	16626,212890625	11723,322265625	13742,4912109375	13905,751953125	12148,591796875	13267,4638671875	16467,5859375	15067,283203125	14901,841796875	14190,0361328125	14651,2939453125	14461,037109375
Q9NW64	RBM22	Homo sapiens	Pre-mRNA-splicing factor RBM22	RBM22_HUMAN	2	2	2	True	3046,939697265625	6185,12744140625	2225,40869140625	1944,002685546875	2577,244873046875	2680,5185546875	NaN	2424,21435546875	NaN	2104,94775390625	NaN	1042,4107666015625	842,7428588867188	768,0007934570312	637,579833984375	770,9888916015625	578,6197509765625	NaN	NaN	3,380467653274536	NaN	549,4374389648438	NaN	321,0722961425781
Q9NW68;Q9NW68-2;Q9NW68-3;Q9NW68-4;Q9NW68-7;Q9NW68-8;Q9NW68-9	BSDC1	Homo sapiens	BSD domain-containing protein 1;Isoform 2 of BSD domain-containing protein 1;Isoform 3 of BSD domain-containing protein 1;Isoform 4 of BSD domain-containing protein 1;Isoform 7 of BSD domain-containing protein 1;Isoform 8 of BSD domain-containing protein 1;Isoform 9 of BSD domain-containing protein 1	BSDC1_HUMAN	1	1	1	False	NaN	1,758441686630249	1,6116477251052856	NaN	NaN	NaN	5,284461975097656	NaN	0,0006705334526486695	2,4662387371063232	1,6428462266921997	NaN	1557,9215087890625	301,5548095703125	288,0673522949219	1341,2064208984375	1568,12744140625	NaN	1269,513916015625	NaN	1839,09130859375	1505,201904296875	666,9766235351562	738,38037109375
Q9NWH9;Q9NWH9-3	SLTM	Homo sapiens	SAFB-like transcription modulator;Isoform 2 of SAFB-like transcription modulator	SLTM_HUMAN	3	3	3	True	45853,140625	38639,0703125	24066,4375	53618,375	19071,89453125	73482,21875	20768,837890625	40849,484375	44239,8359375	36235,07421875	14193,9267578125	45723,01953125	2919,805908203125	1658,738037109375	2080,128173828125	918,34521484375	2612,57568359375	1453,3980712890625	2141,658935546875	978,2532348632812	3310,33154296875	902,4514770507812	1196,0552978515625	600,6660766601562
Q9NWM8	FKBP14	Homo sapiens	Peptidyl-prolyl cis-trans isomerase FKBP14	FKB14_HUMAN	7	7	7	False	98798,609375	76861,984375	75906,390625	38397,55078125	95657,734375	60996,37890625	60738,7734375	79714,765625	82573,765625	47076,921875	44164,53125	40899,69921875	33362,078125	34342,6328125	32378,1328125	24691,69921875	44961,58203125	29327,587890625	28394,501953125	36155,8515625	43204,2578125	21301,583984375	29489,44140625	24508,44140625
Q9NWQ8	PAG1	Homo sapiens	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	PHAG1_HUMAN	2	2	2	True	121577,671875	31232,75390625	120077,9453125	NaN	70863,953125	71644,578125	27637,46875	194024,125	165733,40625	17944,6015625	51884,640625	14816,39453125	11057,1943359375	11531,9443359375	12565,109375	3189,45556640625	10097,7275390625	6662,10888671875	7400,51708984375	9745,2138671875	13081,3232421875	6472,947265625	7307,36376953125	5660,59375
Q9NWU1	OXSM	Homo sapiens	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	OXSM_HUMAN	2	2	2	False	13120,2158203125	8349,994140625	19946,48046875	8806,091796875	23373,66015625	5715,41943359375	15386,3564453125	8433,484375	NaN	19704,296875	10818,1015625	2391,235595703125	2867,794677734375	3431,27001953125	2290,05712890625	2888,478271484375	3665,158447265625	1805,2950439453125	1404,986572265625	1105,704345703125	NaN	2300,23828125	1176,235595703125	758,1116943359375
