PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q8TEQ6	GEMIN5	Homo sapiens	Gem-associated protein 5	GEMI5_HUMAN	1	1	1	False	1492,2952880859375	NaN	NaN	NaN	NaN	1038,7335205078125	NaN	516,3377075195312	NaN	993,6744384765625	NaN	NaN	1628,970703125	NaN	NaN	565,609619140625	NaN	821,739013671875	NaN	884,611328125	NaN	726,8311767578125	NaN	NaN
Q8TER0	SNED1	Homo sapiens	Sushi, nidogen and EGF-like domain-containing protein 1	SNED1_HUMAN	17	17	19	True	103219,3515625	105418,1171875	50550,48046875	52748,83984375	73135,09375	60495	92819,875	99052	115922,203125	68043,4296875	89481,640625	64950,64453125	54860,46875	63034,7578125	25926,220703125	28538,67578125	34543,59375	32104,365234375	52973,71875	57778,5859375	74628,796875	36768,4140625	47928,4296875	37250,50390625
Q8TEU8	WFIKKN2	Homo sapiens	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	WFKN2_HUMAN	1	1	1	False	208161,546875	170385,8125	262791,3125	121389,9453125	133692,296875	63615,3359375	205259,390625	387997,5	166278,15625	87532,3515625	78172,953125	63553,22265625	NaN	NaN	NaN	NaN	NaN	1	NaN	2,100301504135132	NaN	NaN	143,10690307617188	0,8996058106422424
Q8TEW0;Q8TEW0-10;Q8TEW0-11;Q8TEW0-2;Q8TEW0-3;Q8TEW0-4;Q8TEW0-5;Q8TEW0-6;Q8TEW0-7;Q8TEW0-8;Q8TEW0-9	PARD3	Homo sapiens	Partitioning defective 3 homolog;Isoform 10 of Partitioning defective 3 homolog;Isoform 11 of Partitioning defective 3 homolog;Isoform 2 of Partitioning defective 3 homolog;Isoform 3 of Partitioning defective 3 homolog;Isoform 4 of Partitioning defective 3 homolog;Isoform 5 of Partitioning defective 3 homolog;Isoform 6 of Partitioning defective 3 homolog;Isoform 7 of Partitioning defective 3 homolog;Isoform 8 of Partitioning defective 3 homolog;Isoform 9 of Partitioning defective 3 homolog	PARD3_HUMAN	1	1	1	False	28548,236328125	52403,09375	NaN	9207,111328125	58002,66015625	15514,794921875	17943,5390625	9084,0283203125	30088,646484375	24144,78515625	47306,9453125	9894,162109375	4476,02001953125	2982,3740234375	NaN	2133,63037109375	6829,09033203125	2729,137451171875	1643,685302734375	592,2935180664062	2008,824951171875	1743,63525390625	5768,01953125	852,4727783203125
Q8TF05;Q8TF05-2	PPP4R1	Homo sapiens	Serine/threonine-protein phosphatase 4 regulatory subunit 1;Isoform 2 of Serine/threonine-protein phosphatase 4 regulatory subunit 1	PP4R1_HUMAN	2	2	2	False	9439,91796875	793,5739135742188	6956,26904296875	2990,7265625	4411,30224609375	1472,6065673828125	1263,109619140625	2157,384765625	NaN	2287,552001953125	1449,4295654296875	2693,976806640625	1336,6031494140625	1418,587890625	1984,9339599609375	1657,913818359375	1349,61474609375	1999,53369140625	1104,1195068359375	1399,7962646484375	1451,1856689453125	1581,779541015625	1445,293701171875	1443,6815185546875
Q8TF74	WIPF2	Homo sapiens	WAS/WASL-interacting protein family member 2	WIPF2_HUMAN	3	3	3	False	5414,759765625	3242,716064453125	8921,02734375	4642,88916015625	3650,596435546875	6891,310546875	6823,384765625	3289,150146484375	2353,96728515625	2764,84521484375	1476,84423828125	4213,3173828125	2514,505126953125	1062,675048828125	4791,28271484375	1898,0833740234375	1052,572265625	2825,935302734375	1954,282470703125	4053,6640625	1993,5665283203125	2134,00390625	1290,070068359375	3331,81103515625
Q8WTS6	SETD7	Homo sapiens	Histone-lysine N-methyltransferase SETD7	SETD7_HUMAN	6	6	6	False	20245,556640625	16509,83984375	27764,4375	25405,90234375	20714,447265625	21159,224609375	22795,888671875	13341,9892578125	17310,9140625	24729,09375	16426,458984375	23186,07421875	8894,52734375	6190,181640625	8045,5908203125	8634,98046875	6593,171875	9127,6708984375	8284,998046875	9444,638671875	6978,36962890625	9701,0283203125	8066,8291015625	8923,4794921875
Q8WTV0;Q8WTV0-2;Q8WTV0-3;Q8WTV0-4;Q8WTV0-5	SCARB1	Homo sapiens	Scavenger receptor class B member 1;Isoform 1 of Scavenger receptor class B member 1;Isoform 2 of Scavenger receptor class B member 1;Isoform 4 of Scavenger receptor class B member 1;Isoform 5 of Scavenger receptor class B member 1	SCRB1_HUMAN	1	1	1	True	1009,2896118164062	1910,0516357421875	1943,0067138671875	1405,837158203125	1296,70068359375	8065,99267578125	6567,849609375	NaN	8447,5244140625	4518,0400390625	3911,100341796875	7012,93408203125	639,8961181640625	1929,617919921875	659,4768676757812	1660,617431640625	2524,566162109375	1523,51513671875	2715,414306640625	NaN	3655,399169921875	1630,1346435546875	1362,97802734375	2845,22119140625
Q8WU79;Q8WU79-2;Q8WU79-3	SMAP2	Homo sapiens	Stromal membrane-associated protein 2;Isoform 2 of Stromal membrane-associated protein 2;Isoform 3 of Stromal membrane-associated protein 2	SMAP2_HUMAN	6	6	6	False	11141,3291015625	6770,03857421875	8105,7099609375	7891,048828125	1799,817626953125	4631,5966796875	6316,77099609375	3507,778564453125	3530,275390625	9136,015625	3066,0009765625	3658,34375	3989,487060546875	1425,080078125	2371,658935546875	3452,219970703125	2425,218505859375	1908,1033935546875	2991,97265625	68,7442626953125	1327,9423828125	2474,57861328125	1784,55615234375	1298,322509765625
Q8WU90	ZC3H15	Homo sapiens	Zinc finger CCCH domain-containing protein 15	ZC3HF_HUMAN	1	1	1	True	6643,9453125	5987,05322265625	8707,162109375	6041,65234375	5449,10400390625	8277,185546875	4956,3037109375	8090,37255859375	4394,7958984375	4402,44970703125	3707,145263671875	6050,24755859375	1846,140869140625	2480,133056640625	1933,261962890625	1606,873291015625	2865,1865234375	2626,681396484375	1568,06689453125	2697,100341796875	1891,08837890625	998,4607543945312	1118,4903564453125	2290,9375
Q8WUA8	TSKU	Homo sapiens	Tsukushi	TSK_HUMAN	1	1	1	False	6679,05908203125	NaN	2593,582763671875	9616,5517578125	5782,5859375	7630,83056640625	9826,537109375	14532,30078125	NaN	7338,833984375	7442,03271484375	5401,99267578125	1122,0203857421875	NaN	599,0890502929688	2187,388671875	1230,4881591796875	60,59592056274414	2227,4775390625	176,38470458984375	NaN	1052,556640625	500,4734191894531	554,6375732421875
Q8WUD4	CCDC12	Homo sapiens	Coiled-coil domain-containing protein 12	CCD12_HUMAN	1	1	1	False	107920,6484375	NaN	7571,310546875	NaN	NaN	47136,98046875	58396,10546875	41904,3671875	49422,36328125	36764,62109375	NaN	43416,80859375	NaN	NaN	1039,3851318359375	NaN	NaN	528,1387329101562	275,620849609375	1,6352519989013672	508,326416015625	NaN	NaN	280,6056823730469
Q8WUF5	PPP1R13L	Homo sapiens	RelA-associated inhibitor	IASPP_HUMAN	1	1	1	True	1025,5538330078125	NaN	1806,960205078125	1091,0712890625	747,5958862304688	1541,9383544921875	628,7631225585938	1616,2947998046875	961,8486328125	1920,656005859375	1917,202392578125	NaN	157,0030975341797	352,65582275390625	390,2189025878906	645,5979614257812	340,7495422363281	445,1121826171875	226,43406677246094	3,0584425926208496	251,17645263671875	751,9195556640625	462,9895935058594	NaN
Q8WUH1	CHURC1	Homo sapiens	Protein Churchill	CHUR_HUMAN	2	2	2	False	16812,4296875	13885,095703125	33050,03125	12174,2431640625	7539,98193359375	39230,73046875	11864,216796875	31360,66796875	12115,892578125	14917,48046875	6033,25341796875	8972,818359375	1558,8345947265625	377,1686096191406	1339,046875	1648,574951171875	1151,4071044921875	2967,146240234375	1175,13525390625	963,6527099609375	1055,86865234375	1692,1309814453125	410,1885986328125	1290,154296875
Q8WUH6	TMEM263	Homo sapiens	Transmembrane protein 263	TM263_HUMAN	1	1	1	True	3415,0966796875	2227,0927734375	NaN	5177,2392578125	1647,3748779296875	3085,393310546875	1651,53515625	8498,2275390625	2020,4051513671875	3330,69873046875	6214,97607421875	5043,6337890625	1432,0848388671875	967,0824584960938	NaN	1481,5968017578125	1282,49560546875	561,065185546875	598,7220458984375	1636,43408203125	955,1578979492188	2348,366943359375	3100,68115234375	2155,770751953125
Q8WUM4	PDCD6IP	Homo sapiens	Programmed cell death 6-interacting protein	PDC6I_HUMAN	21	22	24	False	23610,994140625	39515,08203125	17219,923828125	22145,630859375	49141,9296875	31089,978515625	29023,166015625	18107,279296875	39625,20703125	28272,828125	35597,23046875	23220,001953125	14349,14453125	20558,404296875	12236,53515625	14326,541015625	26905,337890625	17644,263671875	17119,244140625	9595,51171875	23370,794921875	18553,296875	21277,130859375	14911,27734375
Q8WUP2	FBLIM1	Homo sapiens	Filamin-binding LIM protein 1	FBLI1_HUMAN	8	8	8	False	12093,18359375	12711,3740234375	11578,3330078125	18708,01953125	10596,9453125	10264,4091796875	11978,9599609375	10236,23828125	8785,0791015625	17429,25390625	9643,1396484375	10957,4990234375	7376,2861328125	5903,8447265625	8602,7333984375	10101,0849609375	8028,7197265625	6245,7578125	10751,5908203125	8908,55859375	8433,9150390625	11242,4638671875	7446,8017578125	7357,37646484375
Q8WUW1;Q8WUW1-2	BRK1	Homo sapiens	Protein BRICK1;Isoform 2 of Protein BRICK1	BRK1_HUMAN	4	4	4	False	4302,74169921875	4471,30029296875	8038,1669921875	17152,474609375	10616,7880859375	4149,5390625	7729,642578125	10977,8115234375	6362,63037109375	12701,150390625	11663,302734375	9789,83203125	2977,748779296875	6859,54345703125	4143,5732421875	9266,21484375	6618,7353515625	644,5560913085938	4206,9287109375	2209,59033203125	3651,710693359375	3792,4765625	4018,093505859375	93,4070816040039
Q8WUX9	CHMP7	Homo sapiens	Charged multivesicular body protein 7	CHMP7_HUMAN	1	1	1	False	NaN	NaN	10436,93359375	2449,374755859375	NaN	3447,4404296875	NaN	1234,8509521484375	NaN	1914,7374267578125	NaN	842,5091552734375	2923,123779296875	213,78619384765625	5346,51904296875	2166,4931640625	NaN	2006,6668701171875	2721,21630859375	2400,07373046875	1664,1798095703125	2753,790771484375	NaN	1036,4666748046875
Q8WUY3;Q8WUY3-2;Q8WUY3-3;Q8WUY3-4	PRUNE2	Homo sapiens	Protein prune homolog 2;Isoform 2 of Protein prune homolog 2;Isoform 3 of Protein prune homolog 2;Isoform 4 of Protein prune homolog 2	PRUN2_HUMAN	1	1	1	False	NaN	1267,6474609375	NaN	3319,840576171875	11155,193359375	NaN	877,9016723632812	NaN	1805,7998046875	NaN	2230,77783203125	115,1631088256836	NaN	770,828369140625	562,9459838867188	1424,4239501953125	1452,5313720703125	586,7984619140625	477,4370422363281	NaN	1876,3758544921875	458,5937805175781	490,4010314941406	839,747802734375
Q8WUZ0	BCL7C	Homo sapiens	B-cell CLL/lymphoma 7 protein family member C	BCL7C_HUMAN	1	1	1	False	NaN	4610,90771484375	7322,501953125	2096,80517578125	NaN	2848,9384765625	4353,16162109375	3200,55078125	NaN	13674,705078125	2601,5810546875	3046,158935546875	NaN	1828,9112548828125	4117,3779296875	1558,1212158203125	NaN	1744,607177734375	2167,90576171875	1629,7808837890625	NaN	1016,9114379882812	NaN	538,50634765625
Q8WV28;Q8WV28-2;Q8WV28-3	BLNK	Homo sapiens	B-cell linker protein;Isoform 2 of B-cell linker protein;Isoform 3 of B-cell linker protein	BLNK_HUMAN	1	1	1	False	NaN	854,6092529296875	NaN	10237,8076171875	35046,12109375	5646,20361328125	NaN	2118,814453125	NaN	15684,6904296875	16224,6259765625	13337,1689453125	NaN	NaN	NaN	280,15985107421875	872,3115844726562	293,8113098144531	NaN	0,6714937090873718	NaN	591,1420288085938	1108,6475830078125	535,8212280273438
Q8WVJ2	NUDCD2	Homo sapiens	NudC domain-containing protein 2	NUDC2_HUMAN	3	3	3	True	635309,0625	1289816,875	1122498,875	488879,71875	154526,828125	1050742,875	1454898,625	1225932,5	1586459,375	133868,421875	669450,0625	515404,40625	13729,578125	10793,9306640625	7267,8017578125	18919,1171875	9857,2138671875	7845,072265625	3506,804931640625	291,47113037109375	6408,25390625	7529,115234375	4470,18115234375	1759,9383544921875
Q8WVM8;Q8WVM8-2;Q8WVM8-3	SCFD1	Homo sapiens	Sec1 family domain-containing protein 1;Isoform 2 of Sec1 family domain-containing protein 1;Isoform 3 of Sec1 family domain-containing protein 1	SCFD1_HUMAN	5	5	5	True	6830,18701171875	2884,3564453125	3747,85791015625	4392,2197265625	4736,6552734375	5920,39794921875	6453,86669921875	4882,224609375	3913,180419921875	5791,22802734375	7933,33837890625	5745,10693359375	2870,55615234375	1856,7042236328125	685,2669677734375	1552,1280517578125	960,4451904296875	793,7144775390625	635,81298828125	102,62779235839844	783,5319213867188	1119,33984375	1090,387451171875	658,3956909179688
Q8WVN6	SECTM1	Homo sapiens	Secreted and transmembrane protein 1	SCTM1_HUMAN	2	2	2	True	6210,89990234375	63424,26171875	10235,5576171875	52931,640625	76047,9453125	NaN	26665,033203125	NaN	64441,72265625	22063,578125	31158,384765625	3101,366455078125	982,907958984375	5227,49267578125	665,1305541992188	3929,927734375	5985,94921875	NaN	3193,25244140625	NaN	5139,51318359375	2634,59716796875	4337,72119140625	229,20370483398438
Q8WVQ1;Q8WVQ1-3	CANT1	Homo sapiens	Soluble calcium-activated nucleotidase 1;Isoform 3 of Soluble calcium-activated nucleotidase 1	CANT1_HUMAN	14	14	16	False	76510,421875	101357,234375	43325,92578125	56657,90234375	83192,3828125	41857,890625	64410,2109375	43064,20703125	53987,2578125	55789,2421875	58490,2421875	39827,48046875	20163,80859375	35071,65625	15362,3603515625	20719,673828125	27831,669921875	13321,9853515625	22526,13671875	15134,958984375	18756,08203125	18383,3203125	18248,658203125	9952,2509765625
Q8WVY7	UBLCP1	Homo sapiens	Ubiquitin-like domain-containing CTD phosphatase 1	UBCP1_HUMAN	2	2	2	True	3723,270751953125	870,7163696289062	2564,8291015625	NaN	NaN	4601,2177734375	1864,1904296875	3987,197265625	967,3463745117188	1372,6614990234375	1528,2808837890625	3122,579833984375	1512,703857421875	653,457275390625	1222,2347412109375	NaN	NaN	16,27845573425293	39,30815505981445	7,814484119415283	104,63719177246094	198,39979553222656	NaN	19,135713577270508
Q8WW12	PCNP	Homo sapiens	PEST proteolytic signal-containing nuclear protein	PCNP_HUMAN	5	5	5	False	83039,4375	52379,625	128750,4609375	88341,125	44716,734375	89633,40625	82288,9609375	107665,2109375	87021,734375	65474,828125	39442,52734375	73956,1484375	15662,0400390625	10869,8505859375	28343,095703125	17191,46484375	10280,189453125	17320,998046875	13803,6015625	17950,171875	15351,9228515625	12982,4072265625	9724,2412109375	12569,6083984375
Q8WW59	SPRYD4	Homo sapiens	SPRY domain-containing protein 4	SPRY4_HUMAN	2	2	2	False	1476,857666015625	793,2051391601562	NaN	2837,699951171875	1265,013916015625	2886,493408203125	1030,5362548828125	4795,3056640625	3841,54248046875	1941,049560546875	1031,408935546875	3082,207763671875	550,5184326171875	153,71258544921875	NaN	332,7064514160156	206,39755249023438	299,9263000488281	NaN	1841,2637939453125	256,279296875	742,0059204101562	559,2681884765625	511,651611328125
Q8WWI1;Q8WWI1-3	LMO7	Homo sapiens	LIM domain only protein 7;Isoform 3 of LIM domain only protein 7	LMO7_HUMAN	29	29	30	False	40954,88671875	50640,296875	61633,09765625	53831,28515625	56270,8515625	50684,6328125	45812,2734375	80879,921875	59817,73828125	45485,80859375	67186,3515625	80088,3671875	19351,498046875	25923,607421875	34228,87109375	29333,359375	35917,3125	32100,04296875	21214,193359375	45867,37109375	32264,02734375	28377,919921875	38039,67578125	45635,48046875
Q8WWI5;Q8WWI5-2;Q8WWI5-3	SLC44A1	Homo sapiens	Choline transporter-like protein 1;Isoform 2 of Choline transporter-like protein 1;Isoform 3 of Choline transporter-like protein 1	CTL1_HUMAN	1	1	1	False	NaN	NaN	2092,431884765625	NaN	6832,61572265625	466,11041259765625	2771,418701171875	NaN	7734,0068359375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	234,1072235107422	NaN	NaN	NaN
Q8WWK9;Q8WWK9-4;Q8WWK9-5;Q8WWK9-6	CKAP2	Homo sapiens	Cytoskeleton-associated protein 2;Isoform 2 of Cytoskeleton-associated protein 2;Isoform 3 of Cytoskeleton-associated protein 2;Isoform 4 of Cytoskeleton-associated protein 2	CKAP2_HUMAN	1	1	1	False	156,36865234375	NaN	1921,2095947265625	3142,166015625	NaN	NaN	1031,718994140625	NaN	NaN	474,8672180175781	NaN	6527,43017578125	1095,7109375	NaN	628,116943359375	1407,1441650390625	NaN	433,59637451171875	684,1503295898438	NaN	210,5567169189453	730,3172607421875	NaN	NaN
Q8WWM7	ATXN2L	Homo sapiens	Ataxin-2-like protein	ATX2L_HUMAN	11	11	11	False	73012,3046875	57636,98828125	116131,078125	90423,4765625	67215,1015625	69113,7265625	63610,0390625	68997,578125	87603,1640625	102832,03125	54697,30078125	67698,21875	8856,619140625	5251,12744140625	15786,484375	10628,525390625	7084,69677734375	9337,8759765625	9176,4169921875	7017,248046875	7674,0966796875	10384,80859375	6902,69384765625	9064,8876953125
Q8WWM9	CYGB	Homo sapiens	Cytoglobin	CYGB_HUMAN	1	1	1	True	2072,994140625	2679,247314453125	NaN	1955,302001953125	2673,579345703125	4889,0771484375	3319,37255859375	NaN	1488,5721435546875	7434,83935546875	5262,99169921875	NaN	622,6957397460938	310,67633056640625	NaN	631,267822265625	777,8587036132812	NaN	248,7197723388672	358,415771484375	239,8171844482422	1374,9097900390625	878,26220703125	722,4472045898438
Q8WWX9	SELENOM	Homo sapiens	Selenoprotein M	SELM_HUMAN	2	2	3	False	6912,78076171875	2708,736083984375	2280,452392578125	9120,302734375	6623,32568359375	2165,2529296875	7326,1953125	509,1965026855469	4337,0205078125	8958,2470703125	5618,03271484375	2475,87841796875	3938,61572265625	2699,1201171875	1949,9254150390625	4596,33544921875	3180,33447265625	1206,1875	3360,800048828125	965,6736450195312	2771,9248046875	4028,934814453125	3673,884521484375	1405,7239990234375
Q8WWY3	PRPF31	Homo sapiens	U4/U6 small nuclear ribonucleoprotein Prp31	PRP31_HUMAN	2	2	2	False	12093,1044921875	5567,82568359375	10060,38671875	2811,95703125	3679,667724609375	2794,99267578125	2708,31640625	1752,2705078125	1985,867431640625	2545,66455078125	2365,897705078125	4581,216796875	153,40603637695312	198,03866577148438	1000,2070922851562	352,13031005859375	NaN	0,6662567257881165	125,96723175048828	NaN	251,13064575195312	106,13066864013672	160,25743103027344	0,5820532441139221
Q8WX93;Q8WX93-3	PALLD	Homo sapiens	Palladin;Isoform 3 of Palladin	PALLD_HUMAN	27	27	28	False	37404,01171875	48787,62890625	42343,6328125	51723,47265625	60226,7890625	56089,83984375	35519,671875	62748,91015625	56964,84765625	53628,02734375	80688,640625	71928,4453125	19213,23828125	21418,375	20027,287109375	22767,15234375	29338,076171875	22191,849609375	15248,232421875	27640,06640625	23392,33984375	24424,69140625	29099,193359375	33170,2421875
Q8WXF1;Q8WXF1-2	PSPC1	Homo sapiens	Paraspeckle component 1;Isoform 2 of Paraspeckle component 1	PSPC1_HUMAN	3	3	3	False	31693,412109375	7191,42578125	24451,9609375	19256,599609375	5677,1591796875	14279,7880859375	9477,4072265625	19510,13671875	8689,1767578125	17370,912109375	6003,40869140625	10219,6904296875	6829,1796875	3050,288818359375	4365,7568359375	4493,3310546875	1160,4561767578125	2888,349609375	4065,02587890625	1159,5655517578125	2558,799072265625	3978,2353515625	1473,18310546875	1804,7696533203125
Q8WXK4-2	ASB12	Homo sapiens	Isoform 2 of Ankyrin repeat and SOCS box protein 12	ASB12_HUMAN	1	1	1	True	5093,21435546875	8361,1494140625	4314,0615234375	14297,1171875	11570,4677734375	11037,19921875	13826,3232421875	NaN	9484,064453125	15197,2041015625	5135,08935546875	7193,396484375	2507,99462890625	1816,0186767578125	236,9190216064453	3424,739990234375	823,4561157226562	2109,272705078125	2332,136474609375	NaN	2641,10595703125	3952,289794921875	2557,891357421875	2359,93212890625
Q8WXS8;Q8WXS8-2;Q8WXS8-3;Q8WXS8-4	ADAMTS14	Homo sapiens	A disintegrin and metalloproteinase with thrombospondin motifs 14;Isoform B of A disintegrin and metalloproteinase with thrombospondin motifs 14;Isoform C of A disintegrin and metalloproteinase with thrombospondin motifs 14;Isoform D of A disintegrin and metalloproteinase with thrombospondin motifs 14	ATS14_HUMAN	3	3	3	False	NaN	27,747835159301758	1205,812744140625	NaN	280,76513671875	11467,5	NaN	1111,8992919921875	NaN	726,0656127929688	3476,08935546875	63,62696075439453	310,2812805175781	1190,0865478515625	1521,9686279296875	NaN	896,2527465820312	1086,83251953125	534,5960693359375	2310,00390625	1313,0447998046875	886,5020751953125	1485,11328125	1333,4027099609375
Q8WXX5	DNAJC9	Homo sapiens	DnaJ homolog subfamily C member 9	DNJC9_HUMAN	4	4	4	True	12960,158203125	7476,27978515625	19330,720703125	14746,26953125	3239,006103515625	12979,96484375	12403,2724609375	164,41668701171875	4199,45068359375	5206,7568359375	4690,84228515625	4278,4375	2375,792724609375	2068,1552734375	2641,332763671875	4027,68212890625	952,4956665039062	1376,971435546875	1097,21044921875	1160,919677734375	691,9609985351562	1676,698486328125	826,3658447265625	1126,9970703125
Q8WZ75;Q8WZ75-2;Q8WZ75-3	ROBO4	Homo sapiens	Roundabout homolog 4;Isoform 2 of Roundabout homolog 4;Isoform 3 of Roundabout homolog 4	ROBO4_HUMAN	3	3	3	False	11643,529296875	11864,3779296875	1928,5391845703125	5855,68212890625	10291,576171875	6739,9501953125	7488,22802734375	4645,30078125	10826,4873046875	6683,71484375	9463,3125	7699,8369140625	4286,0341796875	2900,05859375	1150,405029296875	4137,02001953125	3373,566650390625	4682,48974609375	2755,04052734375	3341,6435546875	1370,3828125	4180,0576171875	3797,178466796875	4440,08203125
