PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS1Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS1Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS1Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS1Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS1Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS1Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS1Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS1Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS1Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS1Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS1Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS1Quantity	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS2Quantity
Q9BTE7	DCUN1D5	Homo sapiens	DCN1-like protein 5	DCNL5_HUMAN	9	9	9	False	66720,65625	52794,78125	40691,359375	50459,1484375	50825,6484375	39689,1640625	57088,625	50518,00390625	58075,4453125	64639,47265625	41357,6328125	61670,41015625	20118,748046875	15611,14453125	12324,3466796875	15551,630859375	14842,697265625	12822,5791015625	16264,5869140625	12536,3837890625	21742,9765625	19369,46484375	16710,810546875	19644,638671875
Q9BTF0;Q9BTF0-2	THUMPD2	Homo sapiens	THUMP domain-containing protein 2;Isoform 2 of THUMP domain-containing protein 2	THUM2_HUMAN	1	1	1	False	244069,15625	207285,53125	134555,21875	183124,671875	209028,203125	274464,4375	160802,53125	218930,34375	178073,53125	181230,1875	175600,15625	282640,75	18312,1953125	12575,1962890625	10131,51171875	14057,609375	12958,666015625	11539,869140625	12990,533203125	12172,53515625	14248,81640625	14584,7314453125	15525,537109375	17318,60546875
Q9BTK6	PAGR1	Homo sapiens	PAXIP1-associated glutamate-rich protein 1	PAGR1_HUMAN	2	2	2	True	57716,1171875	34649,21484375	45620,72265625	41488,2578125	15381,84375	22922,6171875	36044,92578125	30540,384765625	27125,30859375	8699,0927734375	9572,01171875	29157,2578125	12433,4365234375	9431,9169921875	9309,9267578125	7212,5166015625	6543,0380859375	7514,7333984375	4568,865234375	5756,32421875	7242,583984375	5374,3212890625	5147,65380859375	3551,715087890625
Q9BTL3	RAMAC	Homo sapiens	RNA guanine-N7 methyltransferase activating subunit	RAMAC_HUMAN	5	5	5	False	80158,9140625	104173,1171875	67589,6171875	97351,65625	91792,5859375	138902,453125	72658,9375	86333,5390625	70769,65625	35627,6171875	72687,34375	68478,5	16646,640625	21497,05078125	18649,4609375	23399,0078125	23448,798828125	24661,890625	15332,6513671875	20061,951171875	19462,412109375	11490,43359375	21682,248046875	16225,3154296875
Q9BTM9;Q9BTM9-2;Q9BTM9-3	URM1	Homo sapiens	Ubiquitin-related modifier 1;Isoform 2 of Ubiquitin-related modifier 1;Isoform 3 of Ubiquitin-related modifier 1	URM1_HUMAN	5	5	6	False	146036,609375	135887,09375	69122,4609375	140656,859375	115699,8046875	89047,8984375	137488,046875	145313,859375	72520,2421875	70748,734375	99986,1484375	86429,4140625	38847,28515625	32239,697265625	20856,67578125	33021,20703125	38123,3359375	29969,482421875	38036,3515625	30670,95703125	25111,091796875	21994,830078125	31388,568359375	16631,841796875
Q9BTT0	ANP32E	Homo sapiens	Acidic leucine-rich nuclear phosphoprotein 32 family member E	AN32E_HUMAN	10	10	12	False	270908,625	292665,125	289960,46875	256647,78125	325508,53125	267924,03125	335695,53125	303593,59375	286403,40625	251018,71875	365805,125	304635,0625	68714,9453125	67768,7734375	56791,10546875	60894,17578125	74776,359375	61583,51171875	73610,109375	76899,671875	75391,0859375	60695,90625	86216,1171875	77333,3671875
Q9BTT4	MED10	Homo sapiens	Mediator of RNA polymerase II transcription subunit 10	MED10_HUMAN	3	3	3	False	32541,390625	20437,849609375	30152,23046875	35797,30859375	51703,234375	29754,14453125	17244,4609375	38796,45703125	43870,37109375	27426,73046875	9657,9775390625	4182,4169921875	8160,1484375	9306,5146484375	9107,7392578125	11152,9169921875	9371,970703125	9645,7001953125	10922,513671875	11473,0263671875	7728,7822265625	8212,173828125	10366,3857421875	6522,32373046875
Q9BTT6	LRRC1	Homo sapiens	Leucine-rich repeat-containing protein 1	LRRC1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	2057,621337890625	5143,94287109375	7652,75830078125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	264,58154296875	896,0868530273438	394,5686950683594	1117,120849609375	NaN	NaN	NaN
Q9BTU6	PI4K2A	Homo sapiens	Phosphatidylinositol 4-kinase type 2-alpha	P4K2A_HUMAN	20	20	20	False	169283,671875	202452,328125	194645,90625	169679,28125	153664,109375	194928,234375	187436,625	142326,859375	191896,875	290964,28125	130936,328125	209973,671875	40648,0234375	41086,1015625	47897,26953125	44878,27734375	36332,4296875	48609,67578125	47530,625	36995,5625	46493,0859375	70637,5859375	36673,16015625	53885,47265625
Q9BTV4	TMEM43	Homo sapiens	Transmembrane protein 43	TMM43_HUMAN	17	18	25	False	1106554,625	837476,25	1052433,875	999900,375	1015774,125	1113353,875	1399615,25	802025,4375	993523	1534644,125	893758,125	1192986,125	237960,46875	169737,765625	203956,65625	200929,9375	203854,5	234092,8125	279169,875	186849,53125	234882,015625	311982,5	205905,328125	250694,515625
Q9BTV6	DPH7	Homo sapiens	Diphthine methyltransferase	DPH7_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	8364,8896484375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	939,4879760742188	NaN	NaN	NaN	NaN	NaN
Q9BTW9	TBCD	Homo sapiens	Tubulin-specific chaperone D	TBCD_HUMAN	34	34	37	False	330999,9375	366935,21875	354890,90625	330653,90625	309068,71875	270827,5	306301,96875	218131,96875	303711,375	390597,1875	217182,1875	253235,3125	97826,75	96921,4140625	93978,71875	87043,625	87933,6796875	75094,234375	75326,8515625	65266,046875	83263,5703125	102937,0625	67103,46875	75404,34375
Q9BTX1;Q9BTX1-2;Q9BTX1-5;Q9BTX1-6	NDC1	Homo sapiens	Nucleoporin NDC1;Isoform 2 of Nucleoporin NDC1;Isoform 5 of Nucleoporin NDC1;Isoform 6 of Nucleoporin NDC1	NDC1_HUMAN	7	7	7	False	211452,625	143063,1875	231067,984375	162227,078125	165033,765625	199173,90625	283811,65625	145208,390625	129600,1875	296014,125	70709,5234375	103413,421875	12434,57421875	9492,8740234375	11888,78515625	11826,34375	9958,953125	9224,87890625	18558,947265625	11853,75390625	14437,9091796875	25507,505859375	6943,09912109375	11769,4638671875
Q9BTX7	TTPAL	Homo sapiens	Alpha-tocopherol transfer protein-like	TTPAL_HUMAN	3	3	3	False	26168,560546875	27058,326171875	26266,42578125	32359,62890625	26327,63671875	22991,04296875	42022,48828125	16215,64453125	14486,939453125	23037,912109375	17345,34375	NaN	5940,22607421875	5503,443359375	6540,67138671875	5598,86376953125	5119,92138671875	4983,52294921875	9228,1591796875	5563,7548828125	4781,80419921875	7026,83056640625	5436,41455078125	3724,470458984375
Q9BTY2	FUCA2	Homo sapiens	Plasma alpha-L-fucosidase	FUCO2_HUMAN	12	12	12	False	125614,6328125	118414,3203125	116733,0234375	154275,671875	122930,3984375	111709,0859375	116126,1796875	96303,6328125	78085,140625	117729,453125	78377,8125	90603,671875	110292,3671875	113499,453125	96284,46875	127566,59375	119567,734375	103521,1171875	88541,2890625	84176,1640625	73948,71875	118514,265625	93499,09375	84974,25
Q9BTY7	HGH1	Homo sapiens	Protein HGH1 homolog	HGH1_HUMAN	14	14	17	False	81041,0390625	99397,8828125	72103,3359375	76118,5546875	82752,90625	80537,4140625	96421,46875	78723,3046875	67916,5703125	86645,15625	71639,3515625	82945,8125	34976,02734375	34201,96875	30493,974609375	32389,109375	31905,951171875	28293,599609375	34637,11328125	29662,193359375	31543,55078125	30998,349609375	34653,2734375	29683,6796875
Q9BTZ2;Q9BTZ2-4;Q9BTZ2-8	DHRS4	Homo sapiens	Dehydrogenase/reductase SDR family member 4;Isoform 4 of Dehydrogenase/reductase SDR family member 4;Isoform 8 of Dehydrogenase/reductase SDR family member 4	DHRS4_HUMAN	8	8	8	False	380654,84375	534629,4375	507452,40625	558235,375	557376,1875	590681,0625	455365,15625	466778,34375	274399,3125	467824,78125	345526,4375	418882,15625	86782,21875	114847,5390625	111450,859375	104847,3515625	122461,4296875	120510,546875	105504,6953125	116461,0546875	74412,296875	92165,90625	97832,890625	89174,421875
Q9BU02	THTPA	Homo sapiens	Thiamine-triphosphatase	THTPA_HUMAN	9	9	9	False	97704,671875	108003,84375	128060,09375	123584,078125	114358,6796875	125003,75	135559,265625	186367,515625	123865,8359375	144565,03125	119452,5703125	188942,765625	37007,9140625	37331,078125	42685,83203125	37489,69140625	37481,19921875	39110,79296875	43838,8515625	45866,984375	39440,73828125	33638,69921875	46613,35546875	37572,3671875
Q9BU23;Q9BU23-2	LMF2	Homo sapiens	Lipase maturation factor 2;Isoform 2 of Lipase maturation factor 2	LMF2_HUMAN	10	10	10	False	189659,375	105425,4296875	153104,75	208747,359375	167970,859375	131091,40625	189319,421875	102825,796875	118874,8828125	373100,53125	67961,9296875	111282,6875	49327,30859375	30144,654296875	49025,05078125	55249,91796875	46631,76171875	46809,1484375	48289,2890625	28962,421875	37703,1484375	100448,984375	24437,357421875	37966,4765625
Q9BU40;Q9BU40-4;Q9BU40-5	CHRDL1	Homo sapiens	Chordin-like protein 1;Isoform 3 of Chordin-like protein 1;Isoform 4 of Chordin-like protein 1	CRDL1_HUMAN	5	5	5	False	39777,01171875	46166,15234375	31383,009765625	35564,63671875	28700,267578125	29535,189453125	25885,7578125	31485,525390625	11574,2412109375	6254,5869140625	9348,205078125	11855,3134765625	3007,64892578125	3250,40869140625	3037,999755859375	2249,092041015625	2259,3505859375	2586,04345703125	2135,099853515625	2945,425048828125	2712,6005859375	1679,170654296875	2733,2587890625	2081,8564453125
Q9BU61	NDUFAF3	Homo sapiens	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	NDUF3_HUMAN	6	6	6	True	255782,703125	318012,0625	334988,5	343809,28125	367403,71875	374577,65625	369438,90625	261973,421875	236784,078125	266864,5	248414,640625	129011,953125	38591,52734375	48583,796875	43201,92578125	50982,1953125	53230,51953125	52624,99609375	52203,953125	48124,2109375	31210,72265625	32182,66015625	33248,6328125	24166,244140625
Q9BU64;Q9BU64-2	CENPO	Homo sapiens	Centromere protein O;Isoform 2 of Centromere protein O	CENPO_HUMAN	1	1	1	True	168386,671875	NaN	191716,125	170581,328125	193109,21875	201963,734375	NaN	11329,98828125	224363,5	NaN	199060,28125	261699	508,0740966796875	NaN	NaN	1237,186767578125	858,10546875	894,5508422851562	1453,8065185546875	822,9151611328125	518,358154296875	NaN	1,2492129802703857	238,21929931640625
Q9BU76;Q9BU76-4	MMTAG2	Homo sapiens	Multiple myeloma tumor-associated protein 2;Isoform 4 of Multiple myeloma tumor-associated protein 2	MMTA2_HUMAN	5	5	5	False	48060,49609375	79588,0234375	74967,9296875	59572,69921875	46683,5	62050,01953125	95225,5078125	92360,671875	48642,35546875	30324,3125	61205,61328125	57292,7890625	10160,4716796875	13077,720703125	11303,6689453125	10964,8857421875	11708,7373046875	10837,974609375	14065,5390625	16596,59765625	12519,689453125	7044,71923828125	13342,9013671875	11349,0224609375
Q9BU89	DOHH	Homo sapiens	Deoxyhypusine hydroxylase	DOHH_HUMAN	12	12	15	False	179788,453125	151429,625	133640,34375	184492,765625	206137,90625	181846,703125	164545,6875	166905,078125	157637,265625	167280,359375	237781,578125	152542,296875	25359,3828125	22136,59375	22926,96875	27454,041015625	26205,775390625	27649,947265625	23001,328125	29683,54296875	24376,013671875	26051,849609375	42284,515625	23378,408203125
Q9BUA3	SPINDOC	Homo sapiens	Spindlin interactor and repressor of chromatin-binding protein	SPNDC_HUMAN	6	6	6	False	51870,30859375	50834,98828125	46098,2265625	56264,625	51646,09375	34663,74609375	76369,109375	60333,8359375	71394,8828125	81855,0703125	79085,25	88990,8359375	5981,6611328125	5456,2548828125	6414,5087890625	5773,97265625	5986,482421875	6605,9384765625	7865,2607421875	8434,974609375	8836,384765625	8218,9150390625	8363,6630859375	8402,1689453125
Q9BUB7	TMEM70	Homo sapiens	Transmembrane protein 70, mitochondrial	TMM70_HUMAN	3	3	3	False	113778,875	92224,015625	84395,015625	88474,3984375	99377,015625	88211,5625	126596,0546875	125566,4453125	68804,4453125	86875,6640625	75071,6484375	44710,96484375	8569,34765625	13774,6845703125	15854,015625	16516,7578125	18740,77734375	16686,951171875	17433,81640625	18792,482421875	9509,6796875	15100,693359375	18643,826171875	11494,6005859375
Q9BUD6	SPON2	Homo sapiens	Spondin-2	SPON2_HUMAN	1	1	1	True	48106,359375	53826,26171875	50257,3671875	22962,134765625	47063,45703125	36151,34765625	17582,787109375	NaN	NaN	NaN	NaN	NaN	10515,91015625	8146,4462890625	12094,8486328125	6071,25146484375	5336,4931640625	2720,507080078125	830,8351440429688	NaN	NaN	NaN	NaN	NaN
Q9BUE0	MED18	Homo sapiens	Mediator of RNA polymerase II transcription subunit 18	MED18_HUMAN	8	8	8	False	177860,171875	203103,65625	179237,59375	149020,203125	163387,921875	162758,875	193852,75	166753,875	153972,90625	159411,625	148164,5625	172846	21539,259765625	21663,44921875	21064	22427,826171875	18475,87890625	18621,677734375	24517,517578125	20515,53515625	20976,9921875	21365,958984375	17797,171875	18085,9609375
Q9BUE6;Q9BUE6-2	ISCA1	Homo sapiens	Iron-sulfur cluster assembly 1 homolog, mitochondrial;Isoform 2 of Iron-sulfur cluster assembly 1 homolog, mitochondrial	ISCA1_HUMAN	1	1	1	False	8994,234375	41354,25	37028,26953125	58948,7109375	NaN	20524,298828125	NaN	65318,5	57215,328125	NaN	19090,23828125	NaN	9326,345703125	7825,6865234375	8219,8095703125	9755,634765625	NaN	7768,30419921875	NaN	9973,6728515625	7471,837890625	NaN	11528,3876953125	NaN
Q9BUF5	TUBB6	Homo sapiens	Tubulin beta-6 chain	TBB6_HUMAN	14	15	24	False	13549055	16434577	15978383	18524172	19667996	15950812	16378633	15363151	11056641	13674820	13702098	10684250	779858,6875	1040589,1875	944103,25	1151693,75	1152729,625	1020256,8125	1051585,25	1007491,0625	697135,5625	865930,25	1008795,5625	644379,0625
Q9BUH6	PAXX	Homo sapiens	Protein PAXX	PAXX_HUMAN	6	6	6	False	72526,265625	44798,01171875	53368,76953125	62614,921875	59769,08203125	40549,26953125	65173,31640625	65470,55078125	34505,21484375	33117,8125	54816,234375	68785,78125	9305,5068359375	8596,4580078125	6004,04150390625	7011,35205078125	9522,3876953125	6574,3330078125	9530,2626953125	12036,6279296875	7451,99853515625	7977,47021484375	10853	9914,6796875
Q9BUI4	POLR3C	Homo sapiens	DNA-directed RNA polymerase III subunit RPC3	RPC3_HUMAN	6	6	6	True	94521,90625	65321,35546875	57846,859375	34012,98046875	47640,765625	52857,7578125	64467,53515625	73896,3984375	69452,5546875	49325,73046875	84475,4375	82742,3828125	3464,8935546875	4042,906494140625	3095,12548828125	2382,85205078125	2705,34716796875	2870,620849609375	1711,8643798828125	1655,7646484375	3300,943359375	1885,3114013671875	12,8976411819458	1142,7696533203125
Q9BUJ0	ABHD14A	Homo sapiens	Protein ABHD14A	ABHEA_HUMAN	1	1	1	False	NaN	11767,923828125	9504,189453125	NaN	NaN	NaN	15265,119140625	NaN	NaN	NaN	NaN	NaN	NaN	598,7388916015625	649,5106811523438	NaN	NaN	NaN	890,860107421875	NaN	NaN	NaN	NaN	NaN
Q9BUJ2;Q9BUJ2-2;Q9BUJ2-4	HNRNPUL1	Homo sapiens	Heterogeneous nuclear ribonucleoprotein U-like protein 1;Isoform 2 of Heterogeneous nuclear ribonucleoprotein U-like protein 1;Isoform 4 of Heterogeneous nuclear ribonucleoprotein U-like protein 1	HNRL1_HUMAN	31	31	37	False	2231389,75	2438176,25	1789199,625	1742973,25	1926972,75	1781084,25	1735441,25	1647327,125	2135513	1827418,875	1508526,25	2011350,75	402147,4375	409054,125	344456,4375	301918,53125	335352,3125	338141,90625	326494,6875	296287,84375	400492	350834,3125	312617,4375	395779,4375
Q9BUK0;Q9BUK0-2;Q9BUK0-4	CHCHD7	Homo sapiens	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7;Isoform 2 of Coiled-coil-helix-coiled-coil-helix domain-containing protein 7;Isoform 4 of Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	CHCH7_HUMAN	2	2	2	False	12044,9326171875	25212,400390625	18463,263671875	61246,70703125	31727,44921875	12780,98828125	20429,3984375	29815,564453125	47551,59375	NaN	2017,9404296875	NaN	21820,72265625	16505,046875	22861,703125	10690,712890625	13921,4140625	14986,8505859375	5040,85546875	14246,087890625	29689,30078125	NaN	2636,489990234375	NaN
Q9BUK6	MSTO1	Homo sapiens	Protein misato homolog 1	MSTO1_HUMAN	9	9	9	True	133525,53125	80312,34375	103712,1171875	114833,390625	63621,07421875	61574,32421875	56593,4296875	71362,6484375	60479,4921875	50460,58984375	68348,4453125	47071,65625	15815,478515625	16660,572265625	15536,5205078125	15882,0166015625	14962,287109375	14742,408203125	12891,150390625	11248,40625	10842,298828125	7904,07470703125	6584,3544921875	7830,1083984375
Q9BUK6-7	MSTO1	Homo sapiens	Isoform 7 of Protein misato homolog 1	MSTO1_HUMAN	1	1	1	False	NaN	NaN	NaN	122748,109375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	655,12451171875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9BUL5;Q9BUL5-4	PHF23	Homo sapiens	PHD finger protein 23;Isoform 4 of PHD finger protein 23	PHF23_HUMAN	7	7	7	False	140800,890625	174959,6875	155392,9375	173868,3125	176870,515625	119008,453125	110396,7734375	136851,4375	112239,5390625	93595,9921875	52360,109375	64785,27734375	14547,6806640625	13652,9140625	13472,0302734375	11166,8798828125	11999,7294921875	11682,16796875	15339,3154296875	15801,5830078125	11853,4228515625	11694,1943359375	13533,58203125	11015,54296875
Q9BUL8	PDCD10	Homo sapiens	Programmed cell death protein 10	PDC10_HUMAN	11	11	12	False	997172	757389,5625	937206	896846,8125	845211,5625	819507,75	982212,375	909592,375	845948,1875	848786,25	675372,375	755018,0625	196706,3125	160672,390625	164461,765625	181187,859375	174430,875	157577,84375	195880,375	182201,5625	164414,953125	196600,625	179448,75	184841,40625
Q9BUN5	CCDC28B	Homo sapiens	Coiled-coil domain-containing protein 28B	CC28B_HUMAN	1	1	1	True	19861,310546875	11202,1640625	21473,70703125	20458,66796875	NaN	15337,005859375	19661,693359375	29119,10546875	21051,849609375	5549,94580078125	NaN	9780,8193359375	1462,76611328125	1005,2568359375	551,7672119140625	789,13330078125	NaN	531,9568481445312	1344,2027587890625	1164,4234619140625	634,9163208007812	546,1630859375	NaN	566,1090087890625
Q9BUN8;Q9BUN8-2	DERL1	Homo sapiens	Derlin-1;Isoform 2 of Derlin-1	DERL1_HUMAN	5	5	5	False	168186,75	96565,78125	208507,953125	151545,828125	146108,375	184167,40625	176361,796875	118184,375	216170,234375	276839,65625	111234,5703125	202656,953125	132748,046875	64903,21875	122961,6328125	125490,8046875	86774,3203125	102728,25	121952	93550,71875	127202,859375	231819,203125	81710,765625	132612,265625
Q9BUP3-3	HTATIP2	Homo sapiens	Isoform 3 of Oxidoreductase HTATIP2	HTAI2_HUMAN	12	12	12	True	357153,3125	472439,65625	438272,90625	435475,03125	375328,9375	403910,40625	446731,46875	407240,4375	255645	263139,78125	234376,34375	276346,0625	73473,1953125	106540,6875	117955,046875	90401,3125	83366,328125	88364,5859375	98455,4140625	92193,8125	60039,265625	56688,83984375	56060,125	48418,44140625
Q9BUQ8	DDX23	Homo sapiens	Probable ATP-dependent RNA helicase DDX23	DDX23_HUMAN	31	31	35	False	288499,375	324895,53125	290555,75	257822,6875	259280,859375	245829,1875	296325,5	286621,5625	305984,75	326698,0625	271370,875	335869,375	111464,1953125	114031,09375	97384,1875	88649,515625	96572,7578125	91888,9921875	108837,3203125	114844,71875	111093,8984375	110683,328125	100479,40625	117094,6953125
Q9BUR4	WRAP53	Homo sapiens	Telomerase Cajal body protein 1	TCAB1_HUMAN	3	3	3	False	42880,5625	67883,921875	26681,3671875	30417,79296875	36027,48828125	10162,3857421875	84903,796875	23703,37890625	39906,1015625	37762,93359375	16534,763671875	21186,658203125	9089,52734375	8589,927734375	8601,21875	8153,7802734375	9875,1875	8453,59765625	9168,6669921875	9298,0498046875	6710,947265625	6539,1748046875	9133,568359375	8129,07275390625
Q9BUR5	APOO	Homo sapiens	MICOS complex subunit MIC26	MIC26_HUMAN	5	6	7	True	321962,21875	311071,5625	456935,4375	354830,3125	320664,03125	315706,6875	295850,34375	230808,5625	218745,53125	295664,84375	233994,328125	204580,703125	20238,685546875	22624,80078125	34387,4375	27022,494140625	28642,814453125	22895,359375	20831,591796875	16988,341796875	14382,5087890625	22743,857421875	18563,89453125	13923,357421875
Q9BUT1	BDH2	Homo sapiens	3-hydroxybutyrate dehydrogenase type 2	BDH2_HUMAN	7	7	7	True	499471,78125	481738,8125	426945,4375	410999,8125	377117,9375	347400,1875	465931,0625	270107,71875	309306,0625	303126,65625	247008,359375	359449,90625	105366,1953125	110385,4921875	80220,046875	64715,43359375	73654,734375	70157,2890625	85381,390625	57883,72265625	73604,6171875	48364,2109375	52201,80078125	47410,2109375
Q9BUT9	MCRIP2	Homo sapiens	MAPK regulated corepressor interacting protein 2	MCRI2_HUMAN	2	2	2	True	62027,29296875	45144,94921875	43024,11328125	23822,0703125	17777,630859375	20558,751953125	15670,84375	24732,271484375	16195,1640625	14904,8466796875	11252,3017578125	33252,43359375	2303,470458984375	2681,620849609375	2481,027587890625	1371,1978759765625	1772,2843017578125	1674,770263671875	2574,695556640625	1537,004638671875	1452,06982421875	1101,38818359375	16,589235305786133	935,1033935546875
Q9BUW7	BBLN	Homo sapiens	Bublin coiled-coil protein	BBLN_HUMAN	2	2	2	False	9430,6162109375	NaN	NaN	3587,66455078125	NaN	6976,15869140625	2718,27734375	NaN	5016,78271484375	NaN	5023,35302734375	NaN	10065,53125	NaN	NaN	2560,72802734375	NaN	2739,900146484375	1025,3663330078125	NaN	1505,92333984375	NaN	4647,7353515625	NaN
